Date,Category,Type,Amount,City,Province,Country,Latitude,Longitude,PaymentMode,TransactionID
2025-11-25,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-660563
2025-11-20,Transport,Expense,246.01,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-187289
2026-01-05,Investments,Income,62.11,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-440404
2026-02-26,Salary,Income,2471.1,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-368422
2026-01-05,Salary,Income,2549.15,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-756649
2025-04-16,Healthcare,Expense,328.57,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-381850
2025-03-21,Cybersecurity,Expense,183.96,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-255539
2025-09-11,Salary,Income,2436.3,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-298033
2025-11-28,Utilities,Expense,120.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-286367
2025-02-05,Dining,Expense,65.97,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-577127
2025-02-21,Gift,Income,292.48,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-732599
2025-01-11,Cybersecurity,Expense,52.91,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-238599
2025-05-18,Groceries,Expense,65.63,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-930892
2025-10-05,Salary,Income,2547.23,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-312149
2026-02-22,Entertainment,Expense,73.63,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-262018
2025-12-21,Healthcare,Expense,114.31,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-122238
2025-10-06,Salary,Income,2459.35,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-248724
2025-01-13,Dining,Expense,98.4,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-470472
2026-03-27,Dining,Expense,276.92,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-277795
2025-02-22,Freelance,Income,383.02,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-179995
2025-07-04,Groceries,Expense,370.09,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-733870
2025-09-29,Cybersecurity,Expense,140.59,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-257517
2025-11-16,Investments,Income,328.85,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-384261
2025-05-16,Investments,Income,326.18,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-255863
2025-06-13,Utilities,Expense,67.63,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-954222
2026-01-08,Cybersecurity,Expense,118.61,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-233730
2025-06-30,Cybersecurity,Expense,134.53,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-827104
2025-03-12,Investments,Income,322.83,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-538996
2025-10-01,Healthcare,Expense,202.11,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-503310
2025-09-27,Cybersecurity,Expense,235.37,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-346617
2026-03-12,Dining,Expense,16.69,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-240082
2025-06-28,Salary,Income,2472.17,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-582752
2025-08-04,Healthcare,Expense,104.57,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-883281
2025-07-13,Utilities,Expense,295.9,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-156710
2025-09-02,Groceries,Expense,336.6,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-254021
2025-05-06,Groceries,Expense,40.06,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-256989
2026-01-16,Entertainment,Expense,64.64,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-593024
2025-08-16,Transport,Expense,314.74,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-216671
2025-11-06,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-111395
2025-12-15,Cybersecurity,Expense,379.81,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-699853
2025-08-05,Dining,Expense,373.27,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-646833
2026-01-16,Utilities,Expense,92.63,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-329540
2025-11-06,Healthcare,Expense,338.27,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-428403
2026-02-28,Cybersecurity,Expense,158.38,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-778058
2025-02-25,Tech,Expense,50.72,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-129411
2025-10-05,Utilities,Expense,51.52,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-893270
2025-10-10,Freelance,Income,88.67,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-382243
2025-10-16,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-150382
2025-01-05,Tech,Expense,392.41,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-624514
2026-01-07,Cybersecurity,Expense,148.78,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-447412
2025-02-21,Healthcare,Expense,205.85,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-715698
2025-10-28,Entertainment,Expense,348.84,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-269054
2025-02-10,Entertainment,Expense,355.23,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-326122
2026-01-29,Utilities,Expense,290.24,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-569217
2025-05-29,Transport,Expense,150.52,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-847385
2025-05-03,Cybersecurity,Expense,91.44,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-259804
2025-02-19,Entertainment,Expense,323.84,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-673713
2025-09-13,Salary,Income,2418.82,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-409967
2025-10-23,Tech,Expense,151.7,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-287890
2025-05-13,Entertainment,Expense,394.6,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-781880
2025-10-19,Salary,Income,2497.65,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-520415
2025-08-14,Utilities,Expense,153.03,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-491835
2025-09-17,Cybersecurity,Expense,185.54,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-877039
2025-01-05,Healthcare,Expense,70.28,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-494077
2026-03-14,Cybersecurity,Expense,38.46,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-801655
2025-08-28,Entertainment,Expense,260.57,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-189991
2025-07-23,Groceries,Expense,309.6,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-444688
2025-11-06,Transport,Expense,199.66,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-391897
2025-03-21,Healthcare,Expense,379.93,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-435740
2025-02-01,Cybersecurity,Expense,375.22,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-596405
2026-03-21,Dining,Expense,18.95,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-364315
2025-03-14,Groceries,Expense,37.01,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-412828
2026-03-23,Gift,Income,173.69,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-293020
2025-08-08,Salary,Income,2468.4,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-308252
2025-09-04,Cybersecurity,Expense,195.44,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-471921
2026-02-26,Gift,Income,13.87,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-181588
2025-06-15,Utilities,Expense,268.98,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-257817
2025-09-13,Freelance,Income,347.08,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-375568
2025-08-19,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-769952
2025-01-19,Salary,Income,2443.72,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-830276
2025-11-04,Utilities,Expense,157.25,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-300444
2025-07-09,Salary,Income,2562.76,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-421876
2025-12-25,Groceries,Expense,204.66,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-530321
2025-08-07,Healthcare,Expense,214.04,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-284354
2025-04-01,Transport,Expense,225.57,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-500098
2025-11-21,Cybersecurity,Expense,120.47,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-191876
2025-02-15,Groceries,Expense,263.35,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-208711
2025-02-21,Healthcare,Expense,257.07,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-800144
2025-04-19,Cybersecurity,Expense,96.92,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-220063
2025-03-05,Entertainment,Expense,146.74,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-960270
2025-01-04,Cybersecurity,Expense,376.45,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-380608
2025-06-07,Investments,Income,337.01,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-104359
2025-01-17,Gift,Income,16.06,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-981610
2025-06-21,Transport,Expense,76.46,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-353578
2025-04-09,Cybersecurity,Expense,250.34,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-940257
2025-03-07,Gift,Income,376.36,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-522700
2025-08-12,Freelance,Income,100.08,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-762113
2026-03-08,Cybersecurity,Expense,307.25,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-438065
2025-01-14,Groceries,Expense,180.59,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-129169
2025-02-10,Healthcare,Expense,233.0,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-575745
2025-04-06,Transport,Expense,103.49,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-303244
2026-01-07,Dining,Expense,314.21,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-791281
2025-03-15,Groceries,Expense,254.7,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-216320
2025-02-24,Groceries,Expense,65.32,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-197283
2026-03-06,Transport,Expense,91.11,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-934080
2025-09-07,Groceries,Expense,384.09,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-820724
2025-11-21,Transport,Expense,364.24,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-413267
2025-12-04,Utilities,Expense,231.24,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-222900
2025-09-05,Investments,Income,398.02,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-266082
2025-03-04,Tech,Expense,85.21,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-643157
2025-04-21,Utilities,Expense,348.08,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-130930
2025-02-12,Dining,Expense,293.82,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-386960
2025-06-28,Groceries,Expense,286.15,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-881393
2025-09-20,Cybersecurity,Expense,379.07,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-281361
2025-07-21,Tech,Expense,50.13,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-273699
2025-08-10,Entertainment,Expense,354.31,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-955524
2025-11-07,Groceries,Expense,159.39,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-492125
2025-08-19,Salary,Income,2433.45,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-715377
2025-06-30,Healthcare,Expense,165.34,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-948340
2025-07-03,Utilities,Expense,105.67,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-490032
2025-03-04,Transport,Expense,13.76,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-324156
2025-04-30,Transport,Expense,229.04,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-731035
2025-02-22,Dining,Expense,228.77,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-701828
2025-12-16,Gift,Income,304.92,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-307775
2025-09-13,Entertainment,Expense,28.25,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-225052
2025-11-04,Utilities,Expense,137.48,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-704413
2025-11-26,Rent,Expense,1200.0,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-584202
2025-01-19,Cybersecurity,Expense,359.37,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-453778
2025-08-29,Groceries,Expense,47.1,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-388016
2025-07-24,Transport,Expense,41.11,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-742064
2025-12-23,Tech,Expense,393.75,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-984028
2025-01-15,Groceries,Expense,97.37,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-210242
2025-04-26,Gift,Income,76.37,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-955792
2025-12-19,Salary,Income,2573.6,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-216185
2025-02-08,Tech,Expense,112.85,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-383023
2025-10-26,Utilities,Expense,189.67,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-255190
2025-11-23,Cybersecurity,Expense,184.24,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-705956
2025-05-24,Entertainment,Expense,135.55,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-196258
2025-12-31,Tech,Expense,42.29,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-791515
2025-12-22,Dining,Expense,40.43,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-322796
2025-08-28,Dining,Expense,329.22,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-209612
2025-09-21,Healthcare,Expense,344.8,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-787120
2025-02-24,Healthcare,Expense,366.51,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-504305
2026-02-04,Freelance,Income,166.08,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-543646
2026-03-22,Tech,Expense,235.12,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-583345
2025-05-04,Salary,Income,2403.32,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-379714
2025-08-20,Healthcare,Expense,147.26,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-471643
2025-07-23,Utilities,Expense,205.85,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-155739
2025-02-20,Transport,Expense,29.16,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-303352
2025-04-01,Cybersecurity,Expense,241.68,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-643810
2025-11-27,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-330246
2025-10-22,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-169045
2025-04-26,Tech,Expense,354.21,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-511970
2025-09-11,Tech,Expense,90.23,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-767837
2026-01-11,Tech,Expense,11.21,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-874992
2025-03-29,Dining,Expense,132.89,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-296444
2025-03-14,Entertainment,Expense,385.27,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-450281
2025-02-09,Tech,Expense,76.58,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-596846
2026-03-24,Entertainment,Expense,106.53,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-958706
2026-03-04,Tech,Expense,99.03,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-891666
2025-02-21,Groceries,Expense,128.79,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-614496
2025-05-12,Healthcare,Expense,268.73,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-581035
2025-06-04,Transport,Expense,286.96,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-218238
2026-01-08,Healthcare,Expense,259.52,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-997859
2025-07-02,Utilities,Expense,204.15,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-476879
2025-04-10,Groceries,Expense,369.05,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-387230
2026-03-25,Gift,Income,215.49,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-447283
2025-05-22,Cybersecurity,Expense,130.64,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-974692
2026-02-12,Cybersecurity,Expense,187.46,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-215543
2025-12-17,Gift,Income,67.38,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-754096
2025-06-05,Utilities,Expense,199.86,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-116349
2025-05-25,Dining,Expense,331.93,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-612089
2025-06-30,Cybersecurity,Expense,267.5,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-363647
2026-02-07,Tech,Expense,345.01,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-190181
2026-01-11,Utilities,Expense,86.72,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-404928
2025-07-01,Entertainment,Expense,107.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-518500
2025-05-14,Salary,Income,2584.04,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-281720
2026-02-16,Transport,Expense,235.49,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-242282
2025-06-04,Dining,Expense,128.95,Detroit,Michigan,United States,42.3314,-83.0458,Cash,TXN-672344
2025-02-19,Cybersecurity,Expense,64.06,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-628288
2025-08-28,Investments,Income,148.14,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-530187
2025-01-14,Healthcare,Expense,383.42,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-892572
2026-02-07,Tech,Expense,104.63,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-233457
2025-01-28,Tech,Expense,304.58,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-522515
2026-02-18,Entertainment,Expense,307.57,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-979962
2025-05-19,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,E-Transfer,TXN-723210
2025-10-17,Tech,Expense,197.77,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-227341
2026-01-14,Healthcare,Expense,289.61,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-689351
2025-03-11,Entertainment,Expense,97.18,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-758756
2026-02-17,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-220280
2025-11-06,Utilities,Expense,353.16,Ottawa,Ontario,Canada,45.4215,-75.6972,Credit Card,TXN-359214
2025-01-13,Entertainment,Expense,334.76,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-158356
2025-07-27,Investments,Income,198.65,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-982608
2026-02-25,Investments,Income,248.98,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-553355
2025-04-05,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-279071
2025-04-13,Healthcare,Expense,195.7,Detroit,Michigan,United States,42.3314,-83.0458,E-Transfer,TXN-799961
2025-07-08,Entertainment,Expense,270.4,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-831541
2025-08-02,Entertainment,Expense,327.26,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-397189
2025-01-06,Cybersecurity,Expense,236.41,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-144702
2025-03-13,Investments,Income,192.48,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-109563
2025-09-14,Investments,Income,343.78,Ottawa,Ontario,Canada,45.4215,-75.6972,Debit Card,TXN-465779
2025-09-20,Gift,Income,34.48,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-787796
2025-08-24,Transport,Expense,288.92,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-923091
2025-07-21,Tech,Expense,36.6,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-594668
2025-10-22,Utilities,Expense,286.32,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-235708
2025-10-27,Transport,Expense,250.82,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-147111
2025-04-29,Utilities,Expense,47.65,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-812321
2026-01-31,Dining,Expense,325.34,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-282450
2026-01-22,Cybersecurity,Expense,389.59,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-741627
2026-03-10,Rent,Expense,1200.0,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-900432
2025-03-31,Rent,Expense,1200.0,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-832667
2025-11-23,Utilities,Expense,233.77,Toronto,Ontario,Canada,43.6532,-79.3832,Debit Card,TXN-364760
2025-04-26,Tech,Expense,88.47,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-953370
2025-02-14,Dining,Expense,237.02,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-134853
2025-07-04,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-457261
2025-09-12,Healthcare,Expense,84.15,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-625179
2026-03-13,Healthcare,Expense,63.77,Windsor,Ontario,Canada,42.3149,-83.0364,Cash,TXN-548278
2025-10-19,Groceries,Expense,40.48,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-205814
2025-01-27,Dining,Expense,244.58,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-334903
2026-03-01,Investments,Income,108.04,Detroit,Michigan,United States,42.3314,-83.0458,Credit Card,TXN-265531
2025-10-01,Salary,Income,2515.07,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-518612
2025-12-24,Healthcare,Expense,357.81,Ottawa,Ontario,Canada,45.4215,-75.6972,Cash,TXN-375831
2025-06-23,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,E-Transfer,TXN-310251
2025-03-13,Rent,Expense,1200.0,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-894133
2025-05-01,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-944797
2025-06-27,Salary,Income,2596.21,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-678211
2025-05-19,Utilities,Expense,292.1,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-620719
2025-08-09,Transport,Expense,196.26,Toronto,Ontario,Canada,43.6532,-79.3832,Credit Card,TXN-158045
2025-10-01,Dining,Expense,247.17,Kitchener,Ontario,Canada,43.4516,-80.4925,Credit Card,TXN-679334
2026-01-28,Cybersecurity,Expense,157.12,Toronto,Ontario,Canada,43.6532,-79.3832,Cash,TXN-835405
2025-03-01,Utilities,Expense,180.8,Ottawa,Ontario,Canada,45.4215,-75.6972,E-Transfer,TXN-468877
2025-01-30,Cybersecurity,Expense,102.89,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-338158
2025-10-18,Healthcare,Expense,27.85,Windsor,Ontario,Canada,42.3149,-83.0364,Debit Card,TXN-952095
2025-03-06,Rent,Expense,1200.0,Kitchener,Ontario,Canada,43.4516,-80.4925,Debit Card,TXN-396323
2025-11-05,Transport,Expense,265.53,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-236017
2025-12-03,Entertainment,Expense,57.73,Windsor,Ontario,Canada,42.3149,-83.0364,Credit Card,TXN-362352
2025-09-11,Freelance,Income,285.05,Detroit,Michigan,United States,42.3314,-83.0458,Debit Card,TXN-565087
2026-02-04,Transport,Expense,225.05,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-434347
2025-02-23,Healthcare,Expense,31.06,Kitchener,Ontario,Canada,43.4516,-80.4925,Cash,TXN-393374
2026-03-07,Utilities,Expense,390.62,Toronto,Ontario,Canada,43.6532,-79.3832,E-Transfer,TXN-877947
